simplename	broad_host	collection_date	isolation_source	location	host	strain	SRR	SRA	Sample name	BioSample	name1	name2
GCA_001594905.1	human	1986	feces		Homo sapiens	CFSAN033874	SRR6690668	SRS1340534	CFSAN033874	SAMN03941106	GCA_001594905.1|human|1986	SRR6690668|human|1986
GCA_001594955.1	human	1986	feces		Homo sapiens	CFSAN033871	SRR6690669	SRS1340549	CFSAN033871	SAMN03941103	GCA_001594955.1|human|1986	SRR6690669|human|1986
GCA_001594715.1	bovine	1998	Raw kafta			CFSAN033888	SRR6690670	SRS1340556	CFSAN033888	SAMN03941120	GCA_001594715.1|bovine|1998	SRR6690670|bovine|1998
GCA_001595155.1	human	1984	feces		Homo sapiens	CFSAN033860	SRR6690671	SRS1340529	CFSAN033860	SAMN03941092	GCA_001595155.1|human|1984	SRR6690671|human|1984
GCA_001588105.1	unreported	2009	Industrialized product			CFSAN033914	SRR6690673	SRS1340480	CFSAN033914	SAMN03941146	GCA_001588105.1|unreported|2009	SRR6690673|unreported|2009
GCA_001587785.1	unreported	2013	Final product sales (animal origin)			CFSAN033937	SRR6690674	SRS1340509	CFSAN033937	SAMN03941169	GCA_001587785.1|unreported|2013	SRR6690674|unreported|2013
GCA_001594745.1	porcine	1996	Raw pork sausage			CFSAN033884	SRR6690675	SRS1340540	CFSAN033884	SAMN03941116	GCA_001594745.1|porcine|1996	SRR6690675|porcine|1996
GCA_001594795.1	human	1993	feces		Homo sapiens	CFSAN033881	SRR6690676	SRS1340543	CFSAN033881	SAMN03941113	GCA_001594795.1|human|1993	SRR6690676|human|1993
GCA_001588315.1	porcine	2006	Swine			CFSAN033902	SRR6690677	SRS1340486	CFSAN033902	SAMN03941134	GCA_001588315.1|porcine|2006	SRR6690677|porcine|2006
GCA_001588255.1	porcine	2006	Swine			CFSAN033905	SRR6690678	SRS1340471	CFSAN033905	SAMN03941137	GCA_001588255.1|porcine|2006	SRR6690678|porcine|2006
GCA_001594875.1	human	1989	feces		Homo sapiens	CFSAN033876	SRR6690679	SRS1340548	CFSAN033876	SAMN03941108	GCA_001594875.1|human|1989	SRR6690679|human|1989
GCA_001594765.1	avian	1995	Cold chicken			CFSAN033883	SRR6690680	SRS1340541	CFSAN033883	SAMN03941115	GCA_001594765.1|avian|1995	SRR6690680|avian|1995
GCA_001594775.1	human	1995	feces		Homo sapiens	CFSAN033882	SRR6690681	SRS1340542	CFSAN033882	SAMN03941114	GCA_001594775.1|human|1995	SRR6690681|human|1995
GCA_001588275.1	avian	2006	Cold chicken			CFSAN033904	SRR6690682	SRS1340472	CFSAN033904	SAMN03941136	GCA_001588275.1|avian|2006	SRR6690682|avian|2006
GCA_001588335.1	porcine	2006	Swine			CFSAN033900	SRR6690683	SRS1340488	CFSAN033900	SAMN03941132	GCA_001588335.1|porcine|2006	SRR6690683|porcine|2006
GCA_001595265.1	human	1983	feces		Homo sapiens	CFSAN033853	SRR6690684	SRS1340518	CFSAN033853	SAMN03941085	GCA_001595265.1|human|1983	SRR6690684|human|1983
GCA_001587845.1	unreported	2013	Final product sales (animal origin)			CFSAN033933	SRR6690685	SRS1340513	CFSAN033933	SAMN03941165	GCA_001587845.1|unreported|2013	SRR6690685|unreported|2013
GCA_001595275.1	human	1983	feces		Homo sapiens	CFSAN033852	SRR6690686	SRS1340519	CFSAN033852	SAMN03941084	GCA_001595275.1|human|1983	SRR6690686|human|1983
GCA_001587925.1	avian	2011	Frozen chicken carcass			CFSAN033927	SRR6690687	SRS1340496	CFSAN033927	SAMN03941159	GCA_001587925.1|avian|2011	SRR6690687|avian|2011
GCA_001594995.1	human	1986	feces		Homo sapiens	CFSAN033869	SRR6690688	SRS1340520	CFSAN033869	SAMN03941101	GCA_001594995.1|human|1986	SRR6690688|human|1986
GCA_001594855.1	human	1990	feces		Homo sapiens	CFSAN033877	SRR6690690	SRS1340547	CFSAN033877	SAMN03941109	GCA_001594855.1|human|1990	SRR6690690|human|1990
GCA_001594435.1	porcine	2010	Swine			CFSAN033924	SRR6690691	SRS1340501	CFSAN033924	SAMN03941156	GCA_001594435.1|porcine|2010	SRR6690691|porcine|2010
GCA_001594695.1	human	2000	feces		Homo sapiens	CFSAN033890	SRR6690692	SRS1340554	CFSAN033890	SAMN03941122	GCA_001594695.1|human|2000	SRR6690692|human|2000
GCA_001587995.1	avian	2010	Chicken			CFSAN033922	SRR6690693	SRS1340502	CFSAN033922	SAMN03941154	GCA_001587995.1|avian|2010	SRR6690693|avian|2010
GCA_001595225.1	human	1984	feces		Homo sapiens	CFSAN033856	SRR6690694	SRS1340516	CFSAN033856	SAMN03941088	GCA_001595225.1|human|1984	SRR6690694|human|1984
GCA_001594845.1	human	1992	feces		Homo sapiens	CFSAN033879	SRR6690695	SRS1340545	CFSAN033879	SAMN03941111	GCA_001594845.1|human|1992	SRR6690695|human|1992
GCA_001595195.1	human	1984	feces		Homo sapiens	CFSAN033857	SRR6690696	SRS1340532	CFSAN033857	SAMN03941089	GCA_001595195.1|human|1984	SRR6690696|human|1984
GCA_001588475.1	human	1998	feces		Homo sapiens	CFSAN033886	SRR6690697	SRS1340538	CFSAN033886	SAMN03941118	GCA_001588475.1|human|1998	SRR6690697|human|1998
GCA_001587965.1	avian	2010	Chicken			CFSAN033925	SRR6690698	SRS1340499	CFSAN033925	SAMN03941157	GCA_001587965.1|avian|2010	SRR6690698|avian|2010
GCA_001594535.1	unreported	2009	Ready-to-eat dish			CFSAN033912	SRR6690699	SRS1340482	CFSAN033912	SAMN03941144	GCA_001594535.1|unreported|2009	SRR6690699|unreported|2009
GCA_001588165.1	unreported	2008	Food			CFSAN033910	SRR6690700	SRS1340484	CFSAN033910	SAMN03941142	GCA_001588165.1|unreported|2008	SRR6690700|unreported|2008
GCA_001588515.1	human	1991	feces		Homo sapiens	CFSAN033878	SRR6690701	SRS1340546	CFSAN033878	SAMN03941110	GCA_001588515.1|human|1991	SRR6690701|human|1991
GCA_001587755.1	unreported	2013	Final product sales (animal origin)			CFSAN033938	SRR6690702	SRS1340508	CFSAN033938	SAMN03941170	GCA_001587755.1|unreported|2013	SRR6690702|unreported|2013
GCA_001587765.1	unreported	2013	Final product sales (animal origin)			CFSAN033935	SRR6690703	SRS1340511	CFSAN033935	SAMN03941167	GCA_001587765.1|unreported|2013	SRR6690703|unreported|2013
GCA_001594915.1	human	1986	feces		Homo sapiens	CFSAN033873	SRR6690704	SRS1340535	CFSAN033873	SAMN03941105	GCA_001594915.1|human|1986	SRR6690704|human|1986
GCA_001595035.1	human	1986	feces		Homo sapiens	CFSAN033866	SRR6690705	SRS1340523	CFSAN033866	SAMN03941098	GCA_001595035.1|human|1986	SRR6690705|human|1986
GCA_001595145.1	human	1984	feces		Homo sapiens	CFSAN033861	SRR6690706	SRS1340528	CFSAN033861	SAMN03941093	GCA_001595145.1|human|1984	SRR6690706|human|1984
GCA_001588495.1	human	1997	feces		Homo sapiens	CFSAN033885	SRR6690707	SRS1340539	CFSAN033885	SAMN03941117	GCA_001588495.1|human|1997	SRR6690707|human|1997
GCA_001588155.1	unreported	2009	Ready-to-eat dish			CFSAN033911	SRR6690708	SRS1340483	CFSAN033911	SAMN03941143	GCA_001588155.1|unreported|2009	SRR6690708|unreported|2009
GCA_001594445.1	porcine	2012	Swine (homemade salami)			CFSAN033931	SRR6690709	SRS1340515	CFSAN033931	SAMN03941163	GCA_001594445.1|porcine|2012	SRR6690709|porcine|2012
GCA_001594685.1	human	2000	Blood		Homo sapiens	CFSAN033891	SRR6690710	SRS1340553	CFSAN033891	SAMN03941123	GCA_001594685.1|human|2000	SRR6690710|human|2000
GCA_001588075.1	unreported	2009	Industrialized product			CFSAN033917	SRR6690713	SRS1340477	CFSAN033917	SAMN03941149	GCA_001588075.1|unreported|2009	SRR6690713|unreported|2009
GCA_001595075.1	human	1985	feces		Homo sapiens	CFSAN033864	SRR6690714	SRS1340525	CFSAN033864	SAMN03941096	GCA_001595075.1|human|1985	SRR6690714|human|1985
GCA_001587835.1	porcine	2000	Raw pork sausage			CFSAN033892	SRR6690718	SRS1340552	CFSAN033892	SAMN03941124	GCA_001587835.1|porcine|2000	SRR6690718|porcine|2000
GCA_001588215.1	avian	2006	Poultry			CFSAN033908	SRR6690719	SRS1340485	CFSAN033908	SAMN03941140	GCA_001588215.1|avian|2006	SRR6690719|avian|2006
GCA_001588045.1	unreported	2010	In natura meat			CFSAN033918	SRR6690720	SRS1340476	CFSAN033918	SAMN03941150	GCA_001588045.1|unreported|2010	SRR6690720|unreported|2010
GCA_001594625.1	human	2010	feces		Homo sapiens	CFSAN033896	SRR6690722	SRS1340560	CFSAN033896	SAMN03941128	GCA_001594625.1|human|2010	SRR6690722|human|2010
GCA_001595315.1	human	1983	feces		Homo sapiens	CFSAN033850	SRR6690726	SRS1340505	CFSAN033850	SAMN03941082	GCA_001595315.1|human|1983	SRR6690726|human|1983
GCA_001588025.1	unreported	2010	In natura meat			CFSAN033919	SRR6690727	SRS1340475	CFSAN033919	SAMN03941151	GCA_001588025.1|unreported|2010	SRR6690727|unreported|2010
GCA_001588235.1	porcine	2006	Swine			CFSAN033906	SRR6690728	SRS1340470	CFSAN033906	SAMN03941138	GCA_001588235.1|porcine|2006	SRR6690728|porcine|2006
GCA_001595235.1	human	1983	feces		Homo sapiens	CFSAN033854	SRR6690730	SRS1340517	CFSAN033854	SAMN03941086	GCA_001595235.1|human|1983	SRR6690730|human|1983
GCA_001594525.1	unreported	2009	Industrialized product			CFSAN033916	SRR6690732	SRS1340478	CFSAN033916	SAMN03941148	GCA_001594525.1|unreported|2009	SRR6690732|unreported|2009
GCA_001588395.1	human	2005	Brain abscess		Homo sapiens	CFSAN033895	SRR6690733	SRS1340561	CFSAN033895	SAMN03941127	GCA_001588395.1|human|2005	SRR6690733|human|2005
GCA_001588355.1	porcine	2006	Swine			CFSAN033899	SRR6690735	SRS1340489	CFSAN033899	SAMN03941131	GCA_001588355.1|porcine|2006	SRR6690735|porcine|2006
GCA_001587855.1	bovine	2012	Roast beef			CFSAN033932	SRR6690737	SRS1340514	CFSAN033932	SAMN03941164	GCA_001587855.1|bovine|2012	SRR6690737|bovine|2012
GCA_001588415.1	human	2003	feces		Homo sapiens	CFSAN033894	SRR6690738	SRS1340562	CFSAN033894	SAMN03941126	GCA_001588415.1|human|2003	SRR6690738|human|2003
GCA_001594665.1	unreported	2002	Raw tuscan sausage			CFSAN033893	SRR6690741	SRS1340551	CFSAN033893	SAMN03941125	GCA_001594665.1|unreported|2002	SRR6690741|unreported|2002
GCA_001588565.1	human	1984	feces		Homo sapiens	CFSAN033859	SRR6690743	SRS1340530	CFSAN033859	SAMN03941091	GCA_001588565.1|human|1984	SRR6690743|human|1984
GCA_001595345.1	human	1983	feces		Homo sapiens	CFSAN033849	SRR6690744	SRS1340506	CFSAN033849	SAMN03941081	GCA_001595345.1|human|1983	SRR6690744|human|1983
GCA_000495135.2	avian		missing		avian	L945	SRR801202	SRS406158	AROB	SAMN01985062	GCA_000495135.2|avian|	SRR801202|avian|
GCA_000495215.2	human		missing		Homo sapiens	L927	SRR801237	SRS406167	AROD	SAMN01985064	GCA_000495215.2|human|	SRR801237|human|
GCA_000495155.2	human		missing		Homo sapiens	L904	SRR801254	SRS406170	AROE	SAMN01985065	GCA_000495155.2|human|	SRR801254|human|
GCA_000495195.2	human		missing		Homo sapiens	L852	SRR801267	SRS406177	AROC	SAMN01985066	GCA_000495195.2|human|	SRR801267|human|
GCA_000495235.1	human		missing		Homo sapiens	L847	SRR801268	SRS406178	AROG	SAMN01985094	GCA_000495235.1|human|	SRR801268|human|
GCA_000495175.2	avian		missing		avian	L796	SRR801269	SRS406179	AROF	SAMN01985095	GCA_000495175.2|avian|	SRR801269|avian|
GCA_000312825.2	unreported	2005				STm1	SRR925393	SRS454522	STm1	SAMN02221889	GCA_000312825.2|unreported|2005	SRR925393|unreported|2005
GCA_000430145.3	unreported		Food			CFSAN001921	SRR926370,SRR926371,SRR926372,SRR921435	SRS452291	CFSAN001921	SAMN01832087	GCA_000430145.3|unreported|	SRR926370,SRR926371,SRR926372,SRR921435|unreported|
GCA_000319795.2	unreported	2007				STm9	SRR926598	SRS455308	STm9	SAMN02225279	GCA_000319795.2|unreported|2007	SRR926598|unreported|2007
GCA_000312905.2	unreported	2005				STm10	SRR926599	SRS455309	STm10	SAMN02225280	GCA_000312905.2|unreported|2005	SRR926599|unreported|2005
GCA_000312765.2	unreported	2005				STm11	SRR926600	SRS455310	STm11	SAMN02225281	GCA_000312765.2|unreported|2005	SRR926600|unreported|2005
GCA_000312785.2	unreported	2008				STm12	SRR926601	SRS455311	STm12	SAMN02225282	GCA_000312785.2|unreported|2008	SRR926601|unreported|2008
GCA_000312805.2	unreported	2005				STm5	SRR926602	SRS455312	STm5	SAMN02225276	GCA_000312805.2|unreported|2005	SRR926602|unreported|2005
GCA_002105815.1	unreported	2010-10-11	fecal			NY_FSL C7-1193	SRR949496	SRS468392	NY_FSL C7-1193	SAMN01902446	GCA_002105815.1|unreported|2010-10-11	SRR949496|unreported|2010-10-11
GCA_000486345.2	unreported		missing			SARA13	SRR955111	SRS472073	CFSAN000295	SAMN01823705	GCA_000486345.2|unreported|	SRR955111|unreported|
GCA_000486125.1	unreported		missing			ST4581	SRR955261	SRS472222	CFSAN001154	SAMN01823742	GCA_000486125.1|unreported|	SRR955261|unreported|
GCA_000486105.1	unreported		missing			AZ 057	SRR955262	SRS472223	CFSAN001156	SAMN01823743	GCA_000486105.1|unreported|	SRR955262|unreported|
GCA_000474335.1	human	2009	Clinical		Homo sapiens	CDC_2009K1288	SRR955269	SRS472229	Sal Typhimurium K1288	SAMN01813475	GCA_000474335.1|human|2009	SRR955269|human|2009
GCA_000474475.1	human	2009	Clinical		Homo sapiens	CDC_2009K1158	SRR955270	SRS472230	Sal Typhimurium CDC_2009K1158	SAMN01813486	GCA_000474475.1|human|2009	SRR955270|human|2009
GCA_000474355.1	human	2009	Clinical		Homo sapiens	CDC_2009K1283	SRR955271	SRS472231	Sal Typhimurium CDC_2009K1283	SAMN01813487	GCA_000474355.1|human|2009	SRR955271|human|2009
GCA_000474495.1	human	2009	Clinical		Homo sapiens	CDC_2009K1277	SRR955272	SRS472232	Sal Typhimurium CDC_2009K1277	SAMN01813488	GCA_000474495.1|human|2009	SRR955272|human|2009
GCA_000474555.1	porcine		Swine		Sus domesticus	34502	SRR955277	SRS472237	Sal Typhimurium 34502	SAMN01814034	GCA_000474555.1|porcine|	SRR955277|porcine|
GCA_000474395.1	bovine		Cattle		Bos taurus	35423	SRR955278	SRS472238	Sal Typhimurium 35423	SAMN01814035	GCA_000474395.1|bovine|	SRR955278|bovine|
GCA_000474575.1	other		Produce			36618	SRR955279	SRS472239	Sal Typhimurium 36618	SAMN01816175	GCA_000474575.1|other|	SRR955279|other|
